article_filename|sentence|sentence_index|span_text|span_score|span_start_char|span_end_char|sentence_masked|accessibility|content_gen|automation
51_ScienceInnovationUnion_ThinkTank.txt|Within this group, variational autoencoders (VAEs) and generative adversarial networks (GANs) have performed best at learning how to produce images of almost any object.|15|GANs|0.9999994|88|92|Within this group, variational autoencoders (VAEs) and generative adversarial networks ({TECHNOLOGY_X}) have performed best at learning how to produce images of almost any object|0.0898960537962168|0.349336343624005|0.00345586959450066
51_ScienceInnovationUnion_ThinkTank.txt|Within this group, variational autoencoders (VAEs) and generative adversarial networks (GANs) have performed best at learning how to produce images of almost any object.|15|generative adversarial networks|0.99999595|55|86|Within this group, variational autoencoders (VAEs) and {TECHNOLOGY_X} (GANs) have performed best at learning how to produce images of almost any object|0.0856263129023678|0.289194638116153|0.00342727662178119
51_ScienceInnovationUnion_ThinkTank.txt|VAEs are a type of neural network used to create Deepfake videos (3).|16|VAEs|0.9767726|0|4|{TECHNOLOGY_X} are a type of neural network used to create Deepfake videos (3)|0.0595530748661519|0.794162913784136|0.0076847500805748
51_ScienceInnovationUnion_ThinkTank.txt|VAEs are a type of neural network used to create Deepfake videos (3).|16|neural network|0.9999999|19|33|VAEs are a type of {TECHNOLOGY_X} used to create Deepfake videos (3)|0.0795497252434727|0.333507223679746|0.00424271434401132
51_ScienceInnovationUnion_ThinkTank.txt|VAEs are a type of neural network used to create Deepfake videos (3).|16|Deepfake videos|0.9999988|49|64|VAEs are a type of neural network used to create {TECHNOLOGY_X} (3)|0.0571588405524293|0.119547026706652|0.00767421767297544
51_ScienceInnovationUnion_ThinkTank.txt|mouth, eyes, chin) and the decoder learns to map these representations in the latent space back into an image of a face.|21|image|0.6643661|104|109|mouth, eyes, chin) and the decoder learns to map these representations in the latent space back into an {TECHNOLOGY_X} of a face|0.0869367046923146|0.134643246668708|0.00189394817314296
51_ScienceInnovationUnion_ThinkTank.txt|To swap faces using a VAE, a neat trick is employed.|22|VAE|0.9969699|22|25|To swap faces using a {TECHNOLOGY_X}, a neat trick is employed|0.074163065580994|0.0292210942633245|0.00875523433099402
51_ScienceInnovationUnion_ThinkTank.txt|To swap Person Ys face with Person Xs, the network simply makes a representation in latent space from an input image of Person Y but uses Person Xs decoder to generate an image.|24|input image|0.9966588|105|116|To swap Person Ys face with Person Xs, the network simply makes a representation in latent space from an {TECHNOLOGY_X} of Person Y but uses Person Xs decoder to generate an image|0.0749513164554755|0.0653522141022567|0.00326712579741681
51_ScienceInnovationUnion_ThinkTank.txt|These steps are automated, however, with AI only being required for generating the swapped face.|27|AI|0.995874|41|43|These steps are automated, however, with {TECHNOLOGY_X} only being required for generating the swapped face|0.0599044545358811|0.0157649180521617|0.0214397534707153
51_ScienceInnovationUnion_ThinkTank.txt|Figure 1  Face swapping with a Variational Autoencoder (VAE).|29|VAE|0.9997063|56|59|Figure 1  Face swapping with a Variational Autoencoder ({TECHNOLOGY_X})|0.0751169833058774|0.0860818411601355|0.00370016315896669
51_ScienceInnovationUnion_ThinkTank.txt|VAEs are neural networks made of two parts: an encoder and a decoder.|30|VAEs|0.9995652|0|4|{TECHNOLOGY_X} are neural networks made of two parts: an encoder and a decoder|0.0731230828513987|0.132074632230687|0.00689696463429054
51_ScienceInnovationUnion_ThinkTank.txt|VAEs are neural networks made of two parts: an encoder and a decoder.|30|neural networks|0.99999774|9|24|VAEs are {TECHNOLOGY_X} made of two parts: an encoder and a decoder|0.0796615584880677|0.0897658772078526|0.00532646422466742
51_ScienceInnovationUnion_ThinkTank.txt|A second workhorse of digital fakery, the GAN, was first dreamed up by Ian Goodfellow (the GANfather) in 2014 following a spirited argument in a Montreal bar (7).|35|GAN|0.9999982|42|45|A second workhorse of digital fakery, the {TECHNOLOGY_X}, was first dreamed up by Ian Goodfellow (the GANfather) in 2014 following a spirited argument in a Montreal bar (7)|0.198643546702078|0.0861678729237302|0.00428659447947245
51_ScienceInnovationUnion_ThinkTank.txt|His interlocuters did not believe that a pair of duelling neural networks could generate realistic photos on their own.|36|neural networks|0.9999387|58|73|His interlocuters did not believe that a pair of duelling {TECHNOLOGY_X} could generate realistic photos on their own|0.0720381249207685|0.0570129578913751|0.00173481136247773
51_ScienceInnovationUnion_ThinkTank.txt|The new network architecture Goodfellow proposed pitted two neural networks against each other: the Generator and the Discriminator.|38|Generator|0.9999993|100|109|The new network architecture Goodfellow proposed pitted two neural networks against each other: the {TECHNOLOGY_X} and the Discriminator|0.0754943868468351|0.0553914087187597|0.00475662613825023
51_ScienceInnovationUnion_ThinkTank.txt|The new network architecture Goodfellow proposed pitted two neural networks against each other: the Generator and the Discriminator.|38|Discriminator|0.9999963|118|131|The new network architecture Goodfellow proposed pitted two neural networks against each other: the Generator and the {TECHNOLOGY_X}|0.0690441664536998|0.0627219282907409|0.0070105467480998
51_ScienceInnovationUnion_ThinkTank.txt|The new network architecture Goodfellow proposed pitted two neural networks against each other: the Generator and the Discriminator.|38|neural networks|0.99999964|60|75|The new network architecture Goodfellow proposed pitted two {TECHNOLOGY_X} against each other: the Generator and the Discriminator|0.0920200389110932|0.0260277176162836|0.00992343245669367
51_ScienceInnovationUnion_ThinkTank.txt|To illustrate how one works, we can take the example of a GAN aiming to produce realistic images of celebrities.|39|GAN|0.999508|58|61|To illustrate how one works, we can take the example of a {TECHNOLOGY_X} aiming to produce realistic images of celebrities|0.0964277323625215|0.789497973145092|0.00296374297727087
51_ScienceInnovationUnion_ThinkTank.txt|The Discriminator is fed real images of celebrities from a database, or nonsense images from the Generator, learning to distinguish between the real and fake celebrities (Figure 2).|40|Discriminator|0.99998987|4|17|The {TECHNOLOGY_X} is fed real images of celebrities from a database, or nonsense images from the Generator, learning to distinguish between the real and fake celebrities (Figure 2)|0.113816385361902|0.426414327628359|0.00522540040360816
51_ScienceInnovationUnion_ThinkTank.txt|The Discriminator is fed real images of celebrities from a database, or nonsense images from the Generator, learning to distinguish between the real and fake celebrities (Figure 2).|40|Generator|0.99998534|97|106|The Discriminator is fed real images of celebrities from a database, or nonsense images from the {TECHNOLOGY_X}, learning to distinguish between the real and fake celebrities (Figure 2)|0.0873893581080943|0.14579927308592|0.00226595683075698
51_ScienceInnovationUnion_ThinkTank.txt|Through the backpropagation algorithm, the Generator learns which parts of the image it produced were most offensive to the Discriminator and adjusts its internal settings accordingly.|41|algorithm|0.9997427|28|37|Through the backpropagation {TECHNOLOGY_X}, the Generator learns which parts of the image it produced were most offensive to the Discriminator and adjusts its internal settings accordingly|0.0644972127463988|0.212562796448054|0.0024478175974146
51_ScienceInnovationUnion_ThinkTank.txt|Through the backpropagation algorithm, the Generator learns which parts of the image it produced were most offensive to the Discriminator and adjusts its internal settings accordingly.|41|Discriminator|0.9999989|124|137|Through the backpropagation algorithm, the Generator learns which parts of the image it produced were most offensive to the {TECHNOLOGY_X} and adjusts its internal settings accordingly|0.0624089683296905|0.300320584486402|0.00263341031259271
51_ScienceInnovationUnion_ThinkTank.txt|The next image from the Generator is slightly more convincing and, over many iterations, the Generator learns to produce an image that the Discriminator cannot distinguish from the real celebrity images.|42|Generator|0.99999607|24|33|The next image from the {TECHNOLOGY_X} is slightly more convincing and, over many iterations, the Generator learns to produce an image that the Discriminator cannot distinguish from the real celebrity images|0.072104421846862|0.529679968924594|0.00306455544625809
51_ScienceInnovationUnion_ThinkTank.txt|The next image from the Generator is slightly more convincing and, over many iterations, the Generator learns to produce an image that the Discriminator cannot distinguish from the real celebrity images.|42|image|0.9999877|124|129|The next image from the Generator is slightly more convincing and, over many iterations, the Generator learns to produce an {TECHNOLOGY_X} that the Discriminator cannot distinguish from the real celebrity images|0.0750710904675755|0.301958364173979|0.00293409290490451
51_ScienceInnovationUnion_ThinkTank.txt|The next image from the Generator is slightly more convincing and, over many iterations, the Generator learns to produce an image that the Discriminator cannot distinguish from the real celebrity images.|42|Discriminator|0.9995309|139|152|The next image from the Generator is slightly more convincing and, over many iterations, the Generator learns to produce an image that the {TECHNOLOGY_X} cannot distinguish from the real celebrity images|0.0760621831604644|0.382649538157421|0.00300636782915864
51_ScienceInnovationUnion_ThinkTank.txt|In this way, GANs can learn to produce an image of almost any object and the latest generation of GANs, including ProGAN and NVIDIAs StyleGAN2, can generate incredibly realistic synthetic faces (810).|43|GANs|0.9999988|13|17|In this way, {TECHNOLOGY_X} can learn to produce an image of almost any object and the latest generation of GANs, including ProGAN and NVIDIAs StyleGAN2, can generate incredibly realistic synthetic faces (810)|0.087706450644361|0.484846456109954|0.00361307591109132
51_ScienceInnovationUnion_ThinkTank.txt|In this way, GANs can learn to produce an image of almost any object and the latest generation of GANs, including ProGAN and NVIDIAs StyleGAN2, can generate incredibly realistic synthetic faces (810).|43|GANs|0.9999994|98|102|In this way, GANs can learn to produce an image of almost any object and the latest generation of {TECHNOLOGY_X}, including ProGAN and NVIDIAs StyleGAN2, can generate incredibly realistic synthetic faces (810)|0.0890593234458445|0.273786264719927|0.00307412239967702
51_ScienceInnovationUnion_ThinkTank.txt|In this way, GANs can learn to produce an image of almost any object and the latest generation of GANs, including ProGAN and NVIDIAs StyleGAN2, can generate incredibly realistic synthetic faces (810).|43|ProGAN|0.9836633|114|120|In this way, GANs can learn to produce an image of almost any object and the latest generation of GANs, including {TECHNOLOGY_X} and NVIDIAs StyleGAN2, can generate incredibly realistic synthetic faces (810)|0.0840388608046548|0.34187671389107|0.00293395676243352
51_ScienceInnovationUnion_ThinkTank.txt|Figure 2  How Generative Adversarial Networks (GANs) can make fake celebrities.|44|GANs|0.9999994|47|51|Figure 2  How Generative Adversarial Networks ({TECHNOLOGY_X}) can make fake celebrities|0.0806516042949458|0.242945658201386|0.00216993056176452
51_ScienceInnovationUnion_ThinkTank.txt|Figure 2  How Generative Adversarial Networks (GANs) can make fake celebrities.|44|Generative Adversarial Networks|0.99995875|14|45|Figure 2  How {TECHNOLOGY_X} (GANs) can make fake celebrities|0.0735472838056865|0.237751530317969|0.00210822374788936
51_ScienceInnovationUnion_ThinkTank.txt|A GAN is made of two neural networks: the Generator and the Discriminator.|45|GAN|0.9999995|2|5|A {TECHNOLOGY_X} is made of two neural networks: the Generator and the Discriminator|0.0468867202109599|0.0788397366209065|0.00661840443717696
51_ScienceInnovationUnion_ThinkTank.txt|A GAN is made of two neural networks: the Generator and the Discriminator.|45|Generator|0.9999993|42|51|A GAN is made of two neural networks: the {TECHNOLOGY_X} and the Discriminator|0.0803644262941266|0.11812753291262|0.00243416837282639
51_ScienceInnovationUnion_ThinkTank.txt|A GAN is made of two neural networks: the Generator and the Discriminator.|45|Discriminator|0.9999963|60|73|A GAN is made of two neural networks: the Generator and the {TECHNOLOGY_X}|0.0825048018973264|0.131921141077076|0.00324537032837192
51_ScienceInnovationUnion_ThinkTank.txt|A GAN is made of two neural networks: the Generator and the Discriminator.|45|neural networks|0.9999981|21|36|A GAN is made of two {TECHNOLOGY_X}: the Generator and the Discriminator|0.0842041476128239|0.0775660040102458|0.0030309626920702
51_ScienceInnovationUnion_ThinkTank.txt|The Generator receives random noise as an input and spits out numbers in some form, in this example a series of numbers which correspond to pixels in an image.|46|Generator|0.9936865|4|13|The {TECHNOLOGY_X} receives random noise as an input and spits out numbers in some form, in this example a series of numbers which correspond to pixels in an image|0.0622491846586427|0.223309248516273|0.0024516866538067
51_ScienceInnovationUnion_ThinkTank.txt|The Discriminator receives either fake images from the generator or real images from a dataset of celebrity pictures (e.g.|47|Discriminator|0.99584347|4|17|The {TECHNOLOGY_X} receives either fake images from the generator or real images from a dataset of celebrity pictures (e.g|0.061662537198392|0.268920848987913|0.00324630559598702
51_ScienceInnovationUnion_ThinkTank.txt|The Discriminator receives either fake images from the generator or real images from a dataset of celebrity pictures (e.g.|47|generator|0.99999666|55|64|The Discriminator receives either fake images from the {TECHNOLOGY_X} or real images from a dataset of celebrity pictures (e.g|0.068281568522578|0.147717742927852|0.00211390430269109
51_ScienceInnovationUnion_ThinkTank.txt|Over many rounds of training, the generator learns to transform the random numbers it starts with into a configuration that the Discriminator cannot distinguish from the real dataset.|49|configuration|0.830065|105|118|Over many rounds of training, the generator learns to transform the random numbers it starts with into a {TECHNOLOGY_X} that the Discriminator cannot distinguish from the real dataset|0.054342887091008|0.0917011770384094|0.00176958007254818
51_ScienceInnovationUnion_ThinkTank.txt|Over many rounds of training, the generator learns to transform the random numbers it starts with into a configuration that the Discriminator cannot distinguish from the real dataset.|49|Discriminator|0.99981004|128|141|Over many rounds of training, the generator learns to transform the random numbers it starts with into a configuration that the {TECHNOLOGY_X} cannot distinguish from the real dataset|0.0527428203990934|0.0887939151515469|0.00158776993427969
51_ScienceInnovationUnion_ThinkTank.txt|"New paradigms in AI-generated disinformation 


Sockpuppets are nothing new in social media influence campaigns."|52|AI|0.8336566|17|19|"New paradigms in {TECHNOLOGY_X}-generated disinformation 


Sockpuppets are nothing new in social media influence campaigns"|0.145017977277726|0.0396152281166145|0.00432539039680048
51_ScienceInnovationUnion_ThinkTank.txt|GANs can now generate realistic, high resolution images of people who dont exist (down to minute details like nose hairs and skin imperfections).|56|GANs|0.99999905|0|4|{TECHNOLOGY_X} can now generate realistic, high resolution images of people who dont exist (down to minute details like nose hairs and skin imperfections)|0.0775792586279447|0.214195736423571|0.00240018695495458
51_ScienceInnovationUnion_ThinkTank.txt|Espionage agencies appear to have been among the first to adopt the technology, as the case of Katie Jones illustrates (Figure 3).|58|technology|0.999998|68|78|Espionage agencies appear to have been among the first to adopt the {TECHNOLOGY_X}, as the case of Katie Jones illustrates (Figure 3)|0.0945921972756486|0.00645788811927262|0.00302270912602307
51_ScienceInnovationUnion_ThinkTank.txt|Joness profile on LinkedIn was impressive, stating that she was a Russia and Eurasia fellow at the Center for Strategic and International Studies in Washington and her network boasted many high-profile U.S. policymakers and think tank employees (including one being considered for a seat on then-President Trumps Federal Reserve board).|59|U.S. policymakers|0.99372286|202|219|Joness profile on LinkedIn was impressive, stating that she was a Russia and Eurasia fellow at the Center for Strategic and International Studies in Washington and her network boasted many high-profile {TECHNOLOGY_X} and think tank employees (including one being considered for a seat on then-President Trumps Federal Reserve board)|0.126852666381935|0.0241431020446481|0.00371642637315289
51_ScienceInnovationUnion_ThinkTank.txt|Her profile came under suspicion after real think tank employees flagged it in mid-2019, and the profile was hurriedly removed.|60|mid-2019|0.99846435|79|87|Her profile came under suspicion after real think tank employees flagged it in {TECHNOLOGY_X}, and the profile was hurriedly removed|0.0899881572633441|0.01634639118234|0.00337281866822843
51_ScienceInnovationUnion_ThinkTank.txt|A review conducted by the Associated Press concluded that the young womans profile image was almost certainly generated by a GAN, and was likely intended to facilitate recruitment of spies (11).|61|GAN|0.9999982|125|128|A review conducted by the Associated Press concluded that the young womans profile image was almost certainly generated by a {TECHNOLOGY_X}, and was likely intended to facilitate recruitment of spies (11)|0.130736472263508|0.0618984630660299|0.00349711358547513
51_ScienceInnovationUnion_ThinkTank.txt|The first known example of this surfaced in late 2019, when Facebook announced the takedown of a network pushing pro-Trump messaging (12).|63|network|0.6354864|97|104|The first known example of this surfaced in late 2019, when Facebook announced the takedown of a {TECHNOLOGY_X} pushing pro-Trump messaging (12)|0.128160034378144|0.0124958387126171|0.00422064340999712
51_ScienceInnovationUnion_ThinkTank.txt|The first known example of this surfaced in late 2019, when Facebook announced the takedown of a network pushing pro-Trump messaging (12).|63|messaging|0.9456079|123|132|The first known example of this surfaced in late 2019, when Facebook announced the takedown of a network pushing pro-Trump {TECHNOLOGY_X} (12)|0.134460819665564|0.0148942764755441|0.00368921845846382
51_ScienceInnovationUnion_ThinkTank.txt|A similar network amplifying pro-hunting and anti-China messaging used GAN-generated faces to pose as conservative youth activists in the run-up to the 2020 US presidential elections (Figure 3) (13).|65|similar network|0.9999645|2|17|A {TECHNOLOGY_X} amplifying pro-hunting and anti-China messaging used GAN-generated faces to pose as conservative youth activists in the run-up to the 2020 US presidential elections (Figure 3) (13)|0.160002097542782|0.0603975644576295|0.00293678565105539
51_ScienceInnovationUnion_ThinkTank.txt|GANs can also struggle to produce convincing backgrounds, as these features are less homogenous in training datasets (Figure 3).|68|GANs|0.9999989|0|4|{TECHNOLOGY_X} can also struggle to produce convincing backgrounds, as these features are less homogenous in training datasets (Figure 3)|0.157260445526551|0.0708709520756849|0.0010907990514506
51_ScienceInnovationUnion_ThinkTank.txt|Furthermore, as reported by the Stanford Internet Observatory, the GAN-generated faces are frequently pilfered from online databases, so a reverse image search often reveals the forgery (13).|69|image|0.8654737|147|152|Furthermore, as reported by the Stanford Internet Observatory, the GAN-generated faces are frequently pilfered from online databases, so a reverse {TECHNOLOGY_X} search often reveals the forgery (13)|0.0992063410468189|0.0687389595677365|0.00263328914078267
51_ScienceInnovationUnion_ThinkTank.txt|Bottom left, a GAN-made fake profile involved in a conservative youth groups political messaging with prominent ear asymmetry.|72|GAN|0.8063693|15|18|Bottom left, a {TECHNOLOGY_X}-made fake profile involved in a conservative youth groups political messaging with prominent ear asymmetry|0.212176084018679|0.0453888734835191|0.00292861736237385
51_ScienceInnovationUnion_ThinkTank.txt|Several accounts that were part of the same youth group network, including Jason Hoshizaki, bottom right, were stolen from a website that hosted GAN-made faces called generated.photos.|73|group network|0.50046664|50|63|Several accounts that were part of the same youth {TECHNOLOGY_X}, including Jason Hoshizaki, bottom right, were stolen from a website that hosted GAN-made faces called generated.photos|0.145940674631826|0.0705569899734884|0.00355304935682078
51_ScienceInnovationUnion_ThinkTank.txt|"Combatting AI-assisted disinformation

Approaches to safeguard the information ecosystem fall into 3 broad categories: Media forensics, Media Education and technologies to ensure provenance."|81|AI|0.7900798|11|13|"Combatting {TECHNOLOGY_X}-assisted disinformation

Approaches to safeguard the information ecosystem fall into 3 broad categories: Media forensics, Media Education and technologies to ensure provenance"|0.087217469781245|0.0426524240789582|0.00357620058590083
51_ScienceInnovationUnion_ThinkTank.txt|One such technique, Error Level Analysis, detects parts of an image that have been subjected to different compression levels and can help detect synthetic faces (12).|83|image|0.9999975|62|67|One such technique, Error Level Analysis, detects parts of an {TECHNOLOGY_X} that have been subjected to different compression levels and can help detect synthetic faces (12)|0.0612871121522869|0.0598942477907764|0.00316288916312376
51_ScienceInnovationUnion_ThinkTank.txt|Another promising method uses AI to learn the subtle features that GANs leave on fake faces during synthesis, the so-called GAN fingerprint.|84|AI|0.9999993|30|32|Another promising method uses {TECHNOLOGY_X} to learn the subtle features that GANs leave on fake faces during synthesis, the so-called GAN fingerprint|0.0824767551628948|0.150581526062545|0.0023253890364201
51_ScienceInnovationUnion_ThinkTank.txt|Another promising method uses AI to learn the subtle features that GANs leave on fake faces during synthesis, the so-called GAN fingerprint.|84|GANs|0.99999106|67|71|Another promising method uses AI to learn the subtle features that {TECHNOLOGY_X} leave on fake faces during synthesis, the so-called GAN fingerprint|0.0722231152448912|0.18399986597998|0.00287622637001246
51_ScienceInnovationUnion_ThinkTank.txt|Another promising method uses AI to learn the subtle features that GANs leave on fake faces during synthesis, the so-called GAN fingerprint.|84|GAN|0.9626614|124|127|Another promising method uses AI to learn the subtle features that GANs leave on fake faces during synthesis, the so-called {TECHNOLOGY_X} fingerprint|0.0756791313584843|0.192218235580886|0.0027987763974819
51_ScienceInnovationUnion_ThinkTank.txt|However, research groups have showed that simply modifying the GAN-generated images to include random features reduced the accuracy of one state-of-the-art GAN fingerprint detector by a factor of over 200 (17).|86|200|0.7349998|201|204|However, research groups have showed that simply modifying the GAN-generated images to include random features reduced the accuracy of one state-of-the-art GAN fingerprint detector by a factor of over {TECHNOLOGY_X} (17)|0.0866377490614174|0.0567000573755987|0.00263045365666092
51_ScienceInnovationUnion_ThinkTank.txt|The competition between forgers and detection systems will continue to be an active field of innovation, with early products offering automated Deepfake video detection already on the market, including Deepware and Sensity.|87|detection systems|0.99998367|36|53|The competition between forgers and {TECHNOLOGY_X} will continue to be an active field of innovation, with early products offering automated Deepfake video detection already on the market, including Deepware and Sensity|0.0977819442323367|0.134481067796117|0.00524334232005163
51_ScienceInnovationUnion_ThinkTank.txt|Project Origin is an alliance of technology and media organisations (Microsoft, BBC, CBC Radio Canada and the New York Times) that have developed tools that utilise a central blockchain ledger to securely store metadata and other information about a piece of content in the form of a digital manifest (20).|89|technology|0.99995315|33|43|Project Origin is an alliance of {TECHNOLOGY_X} and media organisations (Microsoft, BBC, CBC Radio Canada and the New York Times) that have developed tools that utilise a central blockchain ledger to securely store metadata and other information about a piece of content in the form of a digital manifest (20)|0.268499503852382|0.0351713048950337|0.00800372026159804
51_ScienceInnovationUnion_ThinkTank.txt|Project Origin is an alliance of technology and media organisations (Microsoft, BBC, CBC Radio Canada and the New York Times) that have developed tools that utilise a central blockchain ledger to securely store metadata and other information about a piece of content in the form of a digital manifest (20).|89|CBC Radio|0.98654526|85|94|Project Origin is an alliance of technology and media organisations (Microsoft, BBC, {TECHNOLOGY_X} Canada and the New York Times) that have developed tools that utilise a central blockchain ledger to securely store metadata and other information about a piece of content in the form of a digital manifest (20)|0.259931685710349|0.0361441619431903|0.00744867503507386
51_ScienceInnovationUnion_ThinkTank.txt|Similar tools are being developed by Adobe and others to guarantee the chain of provenance upstream of publication, from the camera lens through to the editing station (20,21).|93|editing station|0.9810542|152|167|Similar tools are being developed by Adobe and others to guarantee the chain of provenance upstream of publication, from the camera lens through to the {TECHNOLOGY_X} (20,21)|0.0951601961084179|0.0650542563472409|0.00999266290753364
51_ScienceInnovationUnion_ThinkTank.txt|This anti-disinformation strategy accepts that the volume and quality of disinformation is likely to increase and aims to create a society that is more resistant to misleading information despite being awash in it.|98|-disinformation|0.9545143|9|24|This anti{TECHNOLOGY_X} strategy accepts that the volume and quality of disinformation is likely to increase and aims to create a society that is more resistant to misleading information despite being awash in it|0.075782053472181|0.0102625462427696|0.00441526565306355
51_ScienceInnovationUnion_ThinkTank.txt|"Box 1  Lessons and activities used to foster Media Literacy in Finnish classrooms

      Studying how past propaganda campaigns worked in History classes

      Practically teaching students how to manipulate images in Art classes

      Presenting how statistics can be used to deceive in Maths classes

      Hosting mock debates on current affairs, then getting students to write both factual and biased reports 

      Asking students to identify their social media bubble and think about how this influences their opinions

      Encouraging students to compare how media in different countries portray citizens of foreign states

Conclusion

Artificial intelligence is granting us the power to synthesise increasingly deceptive images ever more cheaply."|99|"

      "|0.83114356|153|161|"Box 1  Lessons and activities used to foster Media Literacy in Finnish classrooms

      Studying how past propaganda campaigns worked in History classes{TECHNOLOGY_X}Practically teaching students how to manipulate images in Art classes

      Presenting how statistics can be used to deceive in Maths classes

      Hosting mock debates on current affairs, then getting students to write both factual and biased reports 

      Asking students to identify their social media bubble and think about how this influences their opinions

      Encouraging students to compare how media in different countries portray citizens of foreign states

Conclusion

Artificial intelligence is granting us the power to synthesise increasingly deceptive images ever more cheaply"|0.184403761986548|0.0391869276806405|0.00277177385244335
51_ScienceInnovationUnion_ThinkTank.txt|"Box 1  Lessons and activities used to foster Media Literacy in Finnish classrooms

      Studying how past propaganda campaigns worked in History classes

      Practically teaching students how to manipulate images in Art classes

      Presenting how statistics can be used to deceive in Maths classes

      Hosting mock debates on current affairs, then getting students to write both factual and biased reports 

      Asking students to identify their social media bubble and think about how this influences their opinions

      Encouraging students to compare how media in different countries portray citizens of foreign states

Conclusion

Artificial intelligence is granting us the power to synthesise increasingly deceptive images ever more cheaply."|99|"

      "|0.8989507|230|238|"Box 1  Lessons and activities used to foster Media Literacy in Finnish classrooms

      Studying how past propaganda campaigns worked in History classes

      Practically teaching students how to manipulate images in Art classes{TECHNOLOGY_X}Presenting how statistics can be used to deceive in Maths classes

      Hosting mock debates on current affairs, then getting students to write both factual and biased reports 

      Asking students to identify their social media bubble and think about how this influences their opinions

      Encouraging students to compare how media in different countries portray citizens of foreign states

Conclusion

Artificial intelligence is granting us the power to synthesise increasingly deceptive images ever more cheaply"|0.182541118568585|0.0387884330489893|0.00273963569643361
