article_url|sentence|sentence_index|span_text|span_score|span_start_char|span_end_char|sentence_masked|accessibility|content_gen|automation
https://www.technologyreview.com/2023/12/14/1085344/openai-super-alignment-rogue-agi-gpt-4/|Instead of looking at how humans could supervise superhuman machines , they looked at how GPT-2 , a model that OpenAI released five years ago , could supervise GPT-4 , OpenAI ’ s latest and most powerful model .|31|model|0.9999981|100|105|Instead of looking at how humans could supervise superhuman machines , they looked at how GPT-2 , a {TECHNOLOGY_X} that OpenAI released five years ago , could supervise GPT-4 , OpenAI ’ s latest and most powerful model |0.10169103330721051|0.014893049843715997|0.006877420058742932
https://www.technologyreview.com/2023/12/14/1085344/openai-super-alignment-rogue-agi-gpt-4/|Instead of looking at how humans could supervise superhuman machines , they looked at how GPT-2 , a model that OpenAI released five years ago , could supervise GPT-4 , OpenAI ’ s latest and most powerful model .|31|model|0.99999654|204|209|Instead of looking at how humans could supervise superhuman machines , they looked at how GPT-2 , a model that OpenAI released five years ago , could supervise GPT-4 , OpenAI ’ s latest and most powerful {TECHNOLOGY_X} |0.10404668879417535|0.016298828461147066|0.006280676828862287
https://www.technologyreview.com/2023/12/14/1085344/openai-super-alignment-rogue-agi-gpt-4/|The team took GPT-2 and trained it to perform a handful of different tasks , including a set of chess puzzles and 22 common natural-language-processing tests that assess inference , sentiment analysis , and so on .|33|GPT-2|0.9711029|14|19|The team took {TECHNOLOGY_X} and trained it to perform a handful of different tasks , including a set of chess puzzles and 22 common natural-language-processing tests that assess inference , sentiment analysis , and so on |0.15016099144503978|0.06726934647092309|0.019995127544942603
https://www.technologyreview.com/2023/12/14/1085344/openai-super-alignment-rogue-agi-gpt-4/|The team took GPT-2 and trained it to perform a handful of different tasks , including a set of chess puzzles and 22 common natural-language-processing tests that assess inference , sentiment analysis , and so on .|33|sentiment analysis|0.99999964|182|200|The team took GPT-2 and trained it to perform a handful of different tasks , including a set of chess puzzles and 22 common natural-language-processing tests that assess inference , {TECHNOLOGY_X} , and so on |0.08817261231457936|0.042448672171172507|0.004035458843549272
https://www.technologyreview.com/2023/12/14/1085344/openai-super-alignment-rogue-agi-gpt-4/|They used GPT-2 ’ s responses to those tests and puzzles to train GPT-4 to perform the same tasks .|34|GPT-2|0.9933831|10|15|They used {TECHNOLOGY_X} ’ s responses to those tests and puzzles to train GPT-4 to perform the same tasks |0.07821741087548668|0.024518932567400436|0.007179942875865748
https://www.technologyreview.com/2023/12/14/1085344/openai-super-alignment-rogue-agi-gpt-4/|The team measured the gap in performance between GPT-4 trained on GPT-2 ’ s best guesses and GPT-4 trained on correct answers .|38|GPT-4|0.7150259|49|54|The team measured the gap in performance between {TECHNOLOGY_X} trained on GPT-2 ’ s best guesses and GPT-4 trained on correct answers |0.06548869475700088|0.027678049310502217|0.003996510952026843
https://www.technologyreview.com/2023/12/14/1085344/openai-super-alignment-rogue-agi-gpt-4/|They found that GPT-4 trained by GPT-2 performed 20 % to 70 % better than GPT-2 on the language tasks but did less well on the chess puzzles .|39|language|0.9988404|87|95|They found that GPT-4 trained by GPT-2 performed 20 % to 70 % better than GPT-2 on the {TECHNOLOGY_X} tasks but did less well on the chess puzzles |0.06739704082384881|0.024777703244970292|0.0038677358038606935
https://www.technologyreview.com/2023/12/14/1085344/openai-super-alignment-rogue-agi-gpt-4/|“ It is an interesting idea , ” says Thilo Hagendorff , an AI researcher at the University of Stuttgart in Germany who works on alignment .|43|AI|0.99992573|59|61|“ It is an interesting idea , ” says Thilo Hagendorff , an {TECHNOLOGY_X} researcher at the University of Stuttgart in Germany who works on alignment |0.11993062161044339|0.04015738982323943|0.0038246811801073656
https://www.technologyreview.com/2023/12/14/1085344/openai-super-alignment-rogue-agi-gpt-4/|“ GPT-2 tends to give nonsensical responses to any task that is slightly complex or requires reasoning , ” he says .|45|GPT-2|0.9995933|2|7|“ {TECHNOLOGY_X} tends to give nonsensical responses to any task that is slightly complex or requires reasoning , ” he says |0.07912586538224292|0.0015836227639231188|0.0029178922111237015
https://www.technologyreview.com/2023/12/14/1085344/openai-super-alignment-rogue-agi-gpt-4/|“ Future superhuman models will likely possess emergent abilities which are unknown to researchers , ” says Hagendorff .|48|models|0.7202294|20|26|“ Future superhuman {TECHNOLOGY_X} will likely possess emergent abilities which are unknown to researchers , ” says Hagendorff |0.05839659774573312|0.005458880070806667|0.002237811517533273
https://www.technologyreview.com/2023/12/14/1085344/openai-super-alignment-rogue-agi-gpt-4/|He is pleased to see OpenAI moving from speculation to experiment : “ I applaud OpenAI for their effort.|51|from speculation|0.995336|35|51|He is pleased to see OpenAI moving {TECHNOLOGY_X} to experiment : “ I applaud OpenAI for their effort|0.18652496827377016|0.02397426920046805|0.011317707026096245
